X6005.3SA	X6005.3SB	X6005.3SC	DMSO5.3A	DMSO5.3B	DMSO5.3C
Marchf4_659	0	0	0	0	0	0
Gm15843_660	483	407	438	325	396	280
Smarcal1_661	1417	1320	1241	1195	1516	1194
Ankar_662	0	1	0	0	0	0
Rpl37a_663	1821	2221	2269	1825	2343	1708
Igfbp2_664	0	0	0	0	0	0
Igfbp5_665	0	0	0	0	0	0
Tnp1_666	0	0	0	0	0	0
Unknown_667	0	0	0	0	0	0
Unknown_668	0	0	0	0	0	0
Mir6351_669	0	0	0	0	0	0
Tns1_670	67	10	13	1385	124	175
Rufy4_671	5	4	4	20	11	14
Cxcr2_672	56	60	59	331	181	139
Cxcr1_673	1	1	0	1	1	1
Mir1928_674	0	0	0	0	0	0
Gm25524_675	0	0	0	0	0	0
Arpc2_676	16224	17647	17007	10231	14968	11099
Gpbar1_677	0	0	0	0	0	0
Aamp_678	4164	4379	4309	3045	4025	3040
Pnkd_679	483	469	464	315	440	333
Tmbim1_680	1194	1205	1242	1055	1325	1206
Catip_681	0	1	1	1	3	0
Slc11a1_682	6	17	19	13	23	32
Ctdsp1_683	3487	2756	2686	2192	2941	2273
Mir26b_684	10	5	7	2	2	2
Vil1_685	21	18	12	13	30	23
Usp37_686	2838	2893	2652	1231	2179	1544
Cnot9_687	3884	4544	4267	3619	5690	4152
Plcd4_688	247	229	236	136	177	172
Zfp142_689	1676	1558	1680	917	1365	1299
Unknown_690	1	1	0	0	0	1
Bcs1l_691	850	836	836	608	872	667
Rnf25_692	899	740	752	493	715	528
Stk36_693	12	23	10	5	16	11
Ttll4_694	3942	4457	4673	2415	4082	3363
Cyp27a1_695	0	0	0	0	0	1
Prkag3_696	0	3	2	9	2	2
Unknown_697	0	0	0	0	0	0
Wnt6_698	1	8	15	13	23	18
Wnt10a_699	0	0	1	6	2	4
Gm16582_700	1	0	0	0	0	0
Cdk5r2_701	1	1	0	0	0	0
Fev_702	0	0	0	1	0	0
Cryba2_703	0	0	0	0	0	0
Mir375_704	0	0	0	0	0	0
Cfap65_705	0	1	0	1	0	0
Unknown_706	0	0	0	0	0	0
Ihh_707	1	1	3	3	2	1
Nhej1_708	185	218	190	103	167	137
Slc23a3_709	19	17	15	11	11	13
Cnppd1_710	4397	2889	3019	2066	2726	2119
Retreg2_711	5925	5174	5120	2971	3989	3000
Zfand2b_712	908	832	874	465	576	372
Abcb6_713	1410	1521	1706	707	1170	986
Atg9a_714	4772	4501	4227	3256	4049	2824
Ankzf1_715	2129	1643	1643	1370	1441	1078
Glb1l_716	734	514	518	637	700	501
Unknown_717	11	6	7	9	6	3
Stk16_718	6021	6033	5994	3879	5904	4332
Tuba4a_719	26597	39578	37324	15730	24258	19369
A630095N17Rik_720	0	2	0	1	0	0
Dnajb2_721	373	367	459	207	318	266
Ptprn_722	1	3	7	9	3	2
Resp18_723	0	0	0	0	0	0
Dnpep_724	968	1265	1191	984	1224	955
Des_725	2	4	0	48	73	86
Gm15179_726	0	0	1	10	18	22
Speg_727	0	1	2	340	543	509
Unknown_728	0	0	0	0	1	0
Gmppa_729	1710	1911	1813	1328	1637	1209
Asic4_730	0	0	0	0	0	0
Chpf_731	56	59	65	220	238	153
Obsl1_732	0	0	0	3	4	1
Tmem198_733	4	1	2	3	11	3
Inha_734	0	0	0	0	0	0
Unknown_735	0	0	0	0	0	0
Stk11ip_736	1346	1778	1712	925	1315	1000
Gm15183_737	0	0	1	0	0	0
Slc4a3_738	1	1	2	1	7	6
Gm15180_739	2	1	3	3	1	0
Unknown_740	0	0	0	0	0	0
Gm5257_741	1211	1471	1431	815	1161	845
Mir6343_742	0	0	0	0	0	0
Unknown_743	0	0	0	0	0	0
Epha4_744	0	0	0	0	0	0
Mir6352_745	0	0	0	0	0	0
Gm26263_746	0	0	0	0	0	0
Pax3_747	1	0	0	0	0	0
Sgpp2_748	14	17	13	4	12	11
Farsb_749	3314	3812	3677	2673	4557	3363
Unknown_750	0	0	0	0	0	0
Mogat1_751	0	0	0	0	0	0
Acsl3_752	2600	3078	3028	1859	3283	2234
Utp14b_753	1526	2092	1988	969	1940	1271
Kcne4_754	1	0	0	0	0	0
Unknown_755	445	625	584	396	676	435
Unknown_756	0	0	0	0	0	0
Scg2_757	2	3	4	0	2	0
Gm24160_758	0	0	0	0	0	0
Ap1s3_759	1210	1144	1157	494	1148	843
Wdfy1_760	1046	868	825	1841	2212	1603
Mrpl44_761	1625	1387	1326	1581	2305	1729
Serpine2_762	778	1366	1082	1852	1867	1421
Unknown_763	2900	4249	4024	2947	4624	3544
Gm23934_764	0	0	0	0	0	0
Fam124b_765	1	0	0	0	0	0
Cul3_766	5907	7261	6673	3484	5887	4235
Gm6189_767	11	11	13	10	15	12
Dock10_768	1441	2099	2034	2314	3058	2202
Nyap2_769	0	0	0	0	0	0
Unknown_770	532	364	391	267	415	289
Mir6344_771	0	0	0	0	0	0
Irs1_772	291	158	196	96	68	59
Unknown_773	64	42	55	20	15	12
Rhbdd1_774	2890	2481	2121	1307	2099	1074
Unknown_775	0	0	0	0	0	0
Col4a4_776	3	0	1	1	1	0
Col4a3_777	1	4	3	0	1	1
Unknown_778	0	0	0	0	0	0
Unknown_779	306	336	330	216	325	219
Mff_780	2757	2707	2766	1616	2468	1676
Tm4sf20_781	2	1	2	0	1	1
Unknown_782	19	29	32	26	18	30
Agfg1_783	2763	2977	3026	2042	3155	2519
Slc19a3_784	0	0	0	0	0	0
Ccl20_785	0	1	0	0	0	0
Daw1_786	0	0	0	0	0	0
Unknown_787	0	0	0	0	0	0
Sphkap_788	0	0	0	0	0	0
Unknown_789	94	127	121	80	129	84
Unknown_790	1	0	0	0	0	1
Gm24555_791	0	0	0	0	0	0
Pid1_792	0	0	0	0	0	0
Mir6353_793	0	0	0	0	0	0
Dner_794	0	0	0	1	2	1
Mir5126_795	0	0	0	0	0	0
Trip12_796	13037	16014	14508	7810	13085	9970
Fbxo36_797	21	40	45	37	58	32
Slc16a14_798	0	0	0	0	0	0
Unknown_799	5	0	0	0	0	0
C130026I21Rik_800	890	703	692	601	713	537
Rpl19-ps1_801	7520	7867	7614	5869	7106	5320
Unknown_802	4894	5138	4996	3794	4613	3436
Unknown_803	269	215	168	135	198	139
Gm2389_804	18	15	15	12	18	7
A530032D15Rik_805	197	127	110	92	84	96
Unknown_806	0	1	1	0	1	1
Unknown_807	449	288	348	251	307	296
Unknown_808	45	46	32	24	26	34
Unknown_809	5	0	0	0	0	0
Unknown_810	241	235	211	143	186	128
Gm7609_811	142	99	108	82	111	54
Unknown_812	15	9	9	18	13	10
Unknown_813	375	275	319	232	307	299
Unknown_814	858	678	562	437	636	401
Unknown_815	134	108	122	68	105	70
Unknown_816	98	85	99	53	83	56
Unknown_817	3	0	0	0	1	1
Unknown_818	224	152	153	88	153	101
Unknown_819	195	116	113	70	139	84
Unknown_820	674	553	526	441	625	521
Sp110_821	3520	2712	2860	2438	3315	2634
Unknown_822	11	6	6	7	5	8
Sp140_823	2493	2310	2117	1529	2012	1390
Unknown_824	12	7	12	3	9	5
Unknown_825	606	551	529	343	445	336
Sp100_826	12976	10276	9492	7109	10198	7141
Unknown_827	23	7	7	11	7	4
A630001G21Rik_828	812	497	474	691	842	661
Mir8096_829	0	0	0	0	0	0
Unknown_830	1	2	0	2	1	0
Unknown_831	3	1	1	1	4	1
Cab39_832	9631	10295	9324	6628	10853	7609
Itm2c_833	4466	4132	4628	1786	1790	1367
4933407L21Rik_834	1	1	0	3	5	3
Gpr55_835	7	13	8	32	34	23
Spata3_836	0	0	0	0	0	0
2810459M11Rik_837	0	0	0	0	0	0
Psmd1_838	7282	10890	10820	7052	11666	8993
Gm22786_839	1	0	0	1	1	1
Htr2b_840	4	7	5	4	10	10
Unknown_841	1202	1822	1796	1157	1833	1467
Armc9_842	113	123	119	59	91	79
Unknown_843	0	0	0	5	11	7
B3gnt7_844	1	1	1	2	5	4
Gm5258_845	4	5	5	7	4	4
Ncl_846	51313	81788	74532	44191	78297	63086
Snora75_847	35	20	43	14	26	21
Unknown_848	14	13	8	1	9	9
Snord82_849	2	1	1	0	0	1
Unknown_850	108	156	136	82	125	106
Nmur1_851	0	0	0	1	3	2
Tex44_852	0	0	0	1	0	0
Ptma_853	16979	23617	21420	15009	21376	15625
Pde6d_854	2257	1635	1551	1212	1772	1210
Cops7b_855	1043	1112	1131	908	1333	1018
Unknown_856	0	0	0	0	0	0
Nppc_857	0	0	0	0	0	0
Dis3l2_858	829	828	855	684	828	617
Gm6136_859	14324	17498	16530	12026	16050	11734
Alppl2_860	0	1	1	0	1	0
Alpi_861	1	4	1	10	20	21
Akp3_862	0	0	1	1	0	0
Ecel1_863	0	0	0	0	1	1
Prss56_864	0	0	0	0	0	0
Chrnd_865	3	4	4	0	0	0
Chrng_866	0	0	0	0	0	0
Eif4e2_867	2412	3442	3504	2388	3598	2726
Gm26187_868	0	0	0	1	0	0
Efhd1_869	1	0	0	3	0	0
Unknown_870	0	0	0	0	0	0
Gigyf2_871	5660	6266	6395	2849	4003	3390
Gm22549_872	0	0	0	0	0	1
Kcnj13_873	12	7	12	3	9	8
Unknown_874	0	0	0	0	0	0
Snorc_875	0	0	0	0	0	0
Ngef_876	0	0	0	0	0	1
Neu2_877	0	0	0	0	0	0
Unknown_878	697	630	609	435	669	482
Gm6153_879	851	1194	1138	699	1155	840
Inpp5d_880	8670	9049	8451	5641	7836	5753
Atg16l1_881	1412	1448	1479	991	1305	1032
Gm25395_882	0	3	3	1	5	3
Scarna6_883	2	2	1	2	1	2
Unknown_884	0	0	0	0	2	1
Sag_885	14	20	24	15	12	10
Dgkd_886	3764	3560	3509	3095	3492	2903
Usp40_887	661	584	621	368	543	422
Unknown_888	0	0	0	0	0	0
Gm5832_889	215	544	455	280	432	356
Gm15375_890	1	1	1	0	0	2
Ugt1a10_891	973	1039	1184	995	1281	920
Unknown_892	435	426	535	423	554	386
Ugt1a9_893	973	1040	1185	995	1284	920
Unknown_894	973	1042	1187	995	1282	922
Ugt1a7c_895	1542	1681	1928	1597	1990	1482
Unknown_896	0	0	0	0	0	0
Ugt1a6a_897	1001	1057	1196	1012	1305	940
Ugt1a6b_898	974	1040	1183	995	1281	921
Gm15372_899	1	0	0	2	1	0
Unknown_900	0	0	0	0	0	0
Unknown_901	0	0	0	0	0	0
Gm15374_902	0	0	1	0	1	1
Gm15371_903	0	0	0	0	0	0
Ugt1a5_904	973	1039	1183	995	1281	920
Gm15368_905	1	1	2	0	0	0
Gm15376_906	0	0	0	0	0	0
Ugt1a2_907	973	1039	1183	995	1281	920
Dnajb3_908	0	0	0	0	0	0
Ugt1a1_909	973	1043	1183	995	1281	920
Mroh2a_910	370	474	467	357	445	319
A730008H23Rik_911	15972	19439	20293	14138	15355	11696
Trpm8_912	0	1	0	0	0	0
Unknown_913	0	0	0	0	0	0
Spp2_914	0	0	0	3	0	3
Glrp1_915	290	153	156	356	487	313
Arl4c_916	779	353	367	193	201	118
Platr5_917	0	0	0	0	0	0
Sh3bp4_918	2	2	0	0	0	2
Agap1_919	1918	467	356	696	1123	678
Unknown_920	0	0	0	1	0	1
Unknown_921	0	0	0	0	0	0
Gbx2_922	332	272	276	336	470	369
Unknown_923	243	203	192	237	320	264
Asb18_924	0	0	0	0	0	0
Iqca_925	0	0	0	0	0	0
Ackr3_926	0	0	0	0	0	0
Unknown_927	0	0	0	0	0	0
Cops8_928	2143	2594	2395	2031	2903	2170
Unknown_929	0	0	0	0	0	0
Col6a3_930	415	440	331	7170	5741	3987
Mlph_931	111	55	62	743	366	328
Prlh_932	0	0	0	1	0	0
Rab17_933	0	0	0	10	7	2
Lrrfip1_934	6813	6762	6392	4579	5736	4695
Rbm44_935	5	22	13	46	67	38
Ramp1_936	46	33	41	171	42	48
Ube2f_937	1891	1850	1834	909	1233	1039
Unknown_938	839	872	858	681	933	747
Unknown_939	81	56	62	51	67	68
Scly_940	4717	3911	3967	3360	5061	3906
Unknown_941	754	599	573	538	752	627
Espnl_942	693	937	981	1043	1377	1275
Klhl30_943	3	2	33	3	0	2
Erfe_944	31	78	43	45	141	104
Ilkap_945	2494	2674	2579	1610	2201	1753
Hes6_946	1827	1967	1995	1614	2157	1721
Per2_947	861	791	836	874	628	629
Traf3ip1_948	424	497	478	366	595	425
Asb1_949	2093	2393	2165	1157	1602	1128
Twist2_950	0	0	0	0	0	0
Unknown_951	341	297	238	202	344	212
Hdac4_952	909	822	736	578	922	636
Unknown_953	70	58	57	31	55	43
Ndufa10_954	2745	3802	3478	2435	3972	2742
Mir6900_955	0	0	0	1	0	0
Olfr1416_956	0	0	0	0	0	0
Olfr1415_957	0	0	0	0	0	0
Olfr1414_958	0	0	0	0	0	0
Unknown_959	0	0	0	0	0	0
Olfr1413_960	0	0	0	0	0	0
Olfr1412_961	0	0	0	0	0	0
Olfr1411_962	0	0	0	0	0	0
Olfr1410_963	0	0	0	1	0	1
Olfr12_964	0	0	0	0	0	0
Cops9_965	1133	1228	1314	1023	1355	992
Otos_966	45	72	87	47	79	59
Gpc1_967	84	79	68	138	112	79
Mir149_968	0	0	0	0	0	0
Ankmy1_969	14	17	18	0	1	4
Dusp28_970	303	184	200	129	184	114
5033417F24Rik_971	37	32	22	16	21	14
Rnpepl1_972	1844	1740	1940	1653	1998	1753
Capn10_973	564	643	599	517	684	524
Gpr35_974	0	3	1	0	5	0
Aqp12_975	0	0	0	0	0	0
Kif1a_976	4	6	8	9	19	8
Agxt_977	1	0	0	0	0	0
Mab21l4_978	0	0	0	1	1	1
Crocc2_979	0	0	0	0	0	0
Sned1_980	658	789	732	179	259	177
Mir6901_981	3	8	6	4	4	1
Mterf4_982	775	743	823	442	691	504
Pask_983	1133	1273	1113	875	1355	801
Ppp1r7_984	2233	2113	1830	1798	2761	1979
Mir6345_985	0	0	3	0	0	0
Gm26446_986	2	3	4	1	2	4
Ano7_987	32	23	41	47	55	48
Hdlbp_988	16366	26932	25020	16721	26259	19625
Gm17415_989	2440	2972	2831	1807	2212	1743
Septin2_990	6288	8465	8154	5291	8608	6553
Farp2_991	568	710	702	191	389	298
Stk25_992	2800	2986	2953	2078	2423	1740
Bok_993	5	26	18	18	22	26
Thap4_994	753	820	847	806	1078	882
Atg4b_995	1958	2237	2156	1332	1839	1409
Dtymk_996	5084	5411	5513	3640	5763	4337
Ing5_997	2050	2052	1749	1023	1782	1287
Gm22089_998	1	0	0	1	0	0
D2hgdh_999	1267	1019	1066	597	716	551
Gal3st2_1000	0	0	0	0	0	0
Gal3st2b_1001	0	0	0	0	0	0
Gal3st2c_1002	0	0	0	0	0	0
Neu4_1003	0	0	0	0	0	0
Pdcd1_1004	0	0	0	1	0	0
Gm23389_1005	0	0	0	0	0	0
Gm23181_1006	0	0	0	0	0	0
Fam174a_1007	914	791	750	605	706	515
Gm15427_1008	21501	23660	22714	17525	19923	15502
St8sia4_1009	32301	25262	27930	4389	6155	4336
Gm22360_1010	5	3	4	0	7	4
Unknown_1011	0	0	0	0	0	0
Unknown_1012	1	0	0	0	0	0
Gm26245_1013	0	0	0	0	0	0
Gm26078_1014	0	0	0	0	0	0
Slco4c1_1015	0	0	0	4	3	0
Unknown_1016	7	9	12	215	251	120
Unknown_1017	0	0	0	0	0	0
Slco6b1_1018	0	0	0	0	0	0
Gm9499_1019	1	3	3	1	1	3
Unknown_1020	1993	1997	1849	1208	1984	1376
Slco6c1_1021	0	0	0	0	0	0
Macir_1022	639	865	897	430	917	737
Ppip5k2_1023	3884	4305	3961	3012	5288	4267
Gin1_1024	454	510	449	301	517	400
Pam_1025	2863	3305	3408	2090	2710	2075
Unknown_1026	1	0	1	0	0	0
Unknown_1027	8163	10031	9621	8312	11582	8328
B230216N24Rik_1028	40	55	46	12	23	20
Gm24465_1029	0	0	1	1	0	0
Unknown_1030	3	6	4	8	4	8
Slco6d1_1031	0	0	0	0	0	0
Unknown_1032	105	114	115	71	98	69
Unknown_1033	0	0	0	0	0	0
Gm23434_1034	0	0	0	0	0	0
Cntnap5b_1035	0	0	0	0	0	0
Unknown_1036	435	379	366	514	645	466
Gm23602_1037	0	0	0	0	0	0
Unknown_1038	0	0	0	0	0	0
Gm24122_1039	0	0	0	0	0	0
Gm23036_1040	0	0	0	0	0	0
Gm22034_1041	0	0	0	0	0	0
Gm23965_1042	0	0	0	0	0	0
Unknown_1043	0	0	0	0	0	0
Unknown_1044	0	0	0	0	0	0
Cdh20_1045	0	0	0	0	0	0
Unknown_1046	0	0	0	0	0	0
Unknown_1047	0	0	0	0	0	0
Rnf152_1048	260	477	519	225	499	280
Gm17634_1049	16	27	35	12	24	11
Unknown_1050	8468	8786	8438	6465	9601	6883
Pign_1051	5526	4363	4382	1979	3153	2388
Unknown_1052	1798	2048	1959	1679	2070	1519
Relch_1053	2156	2195	1877	1061	1724	1105
Tnfrsf11a_1054	0	1	0	0	0	1
Gm26214_1055	0	0	0	0	0	0
Zcchc2_1056	2298	1824	1888	1188	1726	1515
Unknown_1057	2	0	4	3	3	4
Phlpp1_1058	909	521	411	104	191	126
Bcl2_1059	2208	1570	1663	1177	1425	1264
Unknown_1060	278	215	208	124	174	149
Mir3473f_1061	0	0	0	0	0	0
Kdsr_1062	1244	1178	1202	819	1276	1021
Vps4b_1063	5054	5225	4598	2988	4365	3061
Serpinb5_1064	0	0	0	0	0	0
Unknown_1065	1	0	0	0	0	0
Serpinb12_1066	0	0	0	1	0	0
Serpinb13_1067	0	0	0	0	0	0
Gm8080_1068	1	0	0	0	0	0
Serpinb3a_1069	0	0	0	0	0	0
Serpinb3d_1070	0	0	0	0	0	0
Gm15388_1071	2	1	0	2	3	1
Serpinb3b_1072	0	0	0	0	0	0
Unknown_1073	0	0	0	0	0	0
Gm15390_1074	6	7	3	3	4	5
Serpinb3c_1075	0	0	0	0	0	0
Gm8089_1076	0	0	0	0	0	0
Serpinb11_1077	0	0	2	0	1	0
Unknown_1078	0	0	0	0	0	0
Serpinb7_1079	3	1	0	0	0	0
Gm24553_1080	0	0	0	0	0	0
Serpinb2_1081	329	71	64	113	140	142
Serpinb10_1082	0	0	1	6	0	7
Unknown_1083	0	0	1	6	0	5
Serpinb8_1084	4	7	1	3	2	1
Gm15389_1085	0	1	0	0	0	0
Gm24267_1086	0	0	0	0	0	1
Gm22438_1087	0	0	0	0	0	0
Gm22159_1088	0	0	0	0	0	0
Unknown_1089	0	0	0	0	0	0
Cdh7_1090	0	0	0	0	0	0
Cdh19_1091	0	2	1	0	0	1
Dsel_1092	3	0	0	70	72	65
Gm22331_1093	0	0	0	0	0	0
Unknown_1094	0	0	0	0	0	0
Unknown_1095	0	0	0	0	1	0
Cntnap5a_1096	0	0	0	0	0	0
Unknown_1097	0	0	0	0	0	0
Unknown_1098	0	0	0	0	0	0
Gm24030_1099	0	0	0	0	0	0
Unknown_1100	2	2	1	2	0	0
Tsn_1101	5545	5798	5732	3487	5416	3880
Nifk_1102	2738	4214	3864	2518	3966	3191
Clasp1_1103	2097	2834	2596	1860	2828	2131
Gm26080_1104	0	0	0	0	0	0
Unknown_1105	0	1	1	0	0	1
Unknown_1106	4	0	3	0	1	0
Tfcp2l1_1107	1	0	2	35	16	14
Unknown_1108	0	0	0	0	0	0
LOC115487679_1109	0	0	0	1	1	1
Gli2_1110	0	0	0	0	0	0
Mir6346_1111	0	0	0	0	0	0
Unknown_1112	1	0	0	0	0	0
Gm8321_1113	1	2	2	1	3	1
Inhbb_1114	0	0	0	0	0	0
Ralb_1115	1739	2125	2008	1567	2408	1801
Unknown_1116	150	198	193	95	146	118
Tmem185b_1117	1368	1735	1453	897	1283	1018
Unknown_1118	1302	1649	1370	848	1221	967
Gm25322_1119	0	0	0	0	0	0
Epb41l5_1120	343	447	353	167	497	281
Ptpn4_1121	766	814	669	449	1055	746
Unknown_1122	1138	1348	1255	975	1369	976
Unknown_1123	3	4	3	2	2	3
Tmem177_1124	397	495	440	295	411	327
Cfap221_1125	0	0	0	0	0	0
Gm17973_1126	0	0	0	0	0	0
Sctr_1127	0	1	0	0	1	0
Tmem37_1128	40	78	75	92	138	90
Dbi_1129	3004	5549	5276	3437	4934	3512
3110009E18Rik_1130	98	117	124	50	88	55
Steap3_1131	1411	2023	1942	1468	2104	1505
C1ql2_1132	0	0	0	0	0	0
Marco_1133	0	0	0	1	0	0
En1_1134	0	0	0	0	0	0
Celrr_1135	0	0	0	0	0	0
Insig2_1136	823	621	593	568	559	430
Ccdc93_1137	1564	2115	2109	1558	2213	1776
Unknown_1138	41	54	36	29	49	52
Unknown_1139	2	2	6	1	4	4
Htr5b_1140	0	0	0	0	0	0
Unknown_1141	14	22	21	11	14	14
Ddx18_1142	2414	2983	2821	1997	3145	2518
Gm15394_1143	0	1	0	0	1	1
Gm24547_1144	0	0	0	0	0	0
Gm25771_1145	0	0	0	0	0	0
Unknown_1146	0	0	0	0	0	0
Dpp10_1147	0	0	0	0	0	0
Gm24791_1148	0	0	0	0	0	0
Unknown_1149	0	0	0	1	0	0
Gm25578_1150	0	0	0	0	0	0
Actr3_1151	14430	27250	23844	9604	14840	10740
Slc35f5_1152	786	997	940	461	674	480
Gpr39_1153	0	0	0	0	0	0
Lypd1_1154	0	0	0	0	0	0
Nckap5_1155	0	1	0	0	0	0
Unknown_1156	0	0	0	0	0	0
Mgat5_1157	8748	15533	13941	6988	8112	6353
Unknown_1158	1	0	1	0	0	0
Gm23734_1159	0	10	9	3	6	2
Tmem163_1160	592	929	903	425	522	395
Acmsd_1161	1	1	3	0	2	1
Ccnt2_1162	3042	3916	3902	1569	2078	1645
Map3k19_1163	1	1	2	0	0	1
Rab3gap1_1164	3837	5094	4601	1557	2161	1609
Zranb3_1165	544	812	613	412	595	346
Rpl28-ps1_1166	4927	5481	5282	4388	5404	3930
R3hdm1_1167	3560	5484	5573	2785	4041	3046
Mir128-1_1168	1	0	0	0	1	0
Ubxn4_1169	5468	8012	7765	3496	5366	4268
Lct_1170	20	40	36	44	53	30
Mcm6_1171	16291	26728	22294	13993	21214	15058
Dars_1172	7201	10762	9152	5582	7887	5402
Gm23902_1173	0	0	0	0	0	0
LOC115487618_1174	0	0	0	0	0	0
Cxcr4_1175	10380	12058	11637	6279	5819	4390
Unknown_1176	5	22	67	26	48	36
Gm23056_1177	0	0	0	0	0	0
Thsd7b_1178	0	0	0	0	1	0
Gm15790_1179	492	698	608	445	742	509
Unknown_1180	4630	4733	4356	3134	3635	2788
Unknown_1181	0	0	0	0	0	0
Cd55b_1182	0	0	0	0	0	0
Cd55os_1183	0	0	0	0	0	0
Unknown_1184	0	0	0	0	0	0
Cd55_1185	1	0	0	0	0	0
Unknown_1186	0	0	0	0	0	0
Zp3r_1187	0	0	0	0	0	0
Gm23623_1188	1	2	3	3	9	4
C4bp_1189	0	0	0	0	0	0
Pfkfb2_1190	1229	1962	1950	586	962	760
Yod1_1191	377	583	552	225	462	316
AA986860_1192	5	8	6	7	6	3
Fcamr_1193	0	0	0	0	0	0
Unknown_1194	0	0	0	0	0	0
Pigr_1195	0	0	0	0	0	0
Fcmr_1196	0	0	0	0	0	0
Il24_1197	0	0	0	0	0	0
Il20_1198	0	0	0	0	0	0
Il19_1199	1	2	1	2	1	0
Il10_1200	0	1	0	0	0	1
Mapkapk2_1201	12159	20393	18083	10403	12492	9787
Gm25549_1202	0	0	1	0	0	0
Unknown_1203	0	0	0	0	0	0
Dyrk3_1204	345	631	654	460	570	510
Eif2d_1205	2983	3999	3910	2135	2638	2056
Rassf5_1206	2470	2615	2332	1887	2397	1974
Ikbke_1207	2246	2446	2236	1923	1678	1244
Srgap2_1208	3004	3744	3641	1437	1859	1460
Unknown_1209	0	0	0	0	0	0
Fam72a_1210	252	591	495	160	292	249
Avpr1b_1211	0	0	0	0	0	0
Unknown_1212	95	94	105	43	123	69
Ctse_1213	53	174	155	139	117	90
Rab7b_1214	2	5	3	59	27	21
Slc26a9_1215	0	4	2	4	1	0
Pm20d1_1216	0	2	0	3	2	0
Slc41a1_1217	948	1360	1410	715	846	744
Rab29_1218	160	298	287	329	503	353
Nucks1_1219	10100	18432	16419	8297	13717	9506
Slc45a3_1220	277	217	321	211	331	314
Elk4_1221	1875	2530	2353	878	1451	999
Mfsd4a_1222	1058	1437	1347	486	754	571
Unknown_1223	35	21	27	2	7	3
Unknown_1224	0	0	0	0	0	0
Cdk18_1225	791	983	1135	645	822	814
Lemd1_1226	0	0	0	0	0	0
Mir135b_1227	0	0	0	0	0	0
Unknown_1228	0	0	0	0	0	0
Unknown_1229	0	0	0	0	0	0
Unknown_1230	67	49	56	37	78	49
Klhdc8a_1231	0	0	0	0	0	0
Nuak2_1232	1672	2507	2338	755	995	731
Tmcc2_1233	2	1	0	0	0	0
Unknown_1234	1	0	0	0	0	0
Dstyk_1235	39	46	67	116	127	91
Unknown_1236	15	24	22	14	29	30
Rbbp5_1237	3044	3975	3740	1645	2449	1853
Tmem81_1238	294	278	247	107	160	104
Cntn2_1239	0	1	0	0	0	0
Nfasc_1240	0	0	0	0	0	0
Gm22609_1241	0	0	0	0	0	0
Lrrn2_1242	0	0	0	0	0	0
Mdm4_1243	5264	5628	5524	2358	2806	2533
Pik3c2b_1244	6	8	7	2	5	6
Ppp1r15b_1245	8360	10813	9548	5212	8210	5312
Unknown_1246	791	921	850	512	717	466
Plekha6_1247	2	21	11	64	15	4
Unknown_1248	0	0	0	0	0	0
Unknown_1249	0	0	0	0	0	0
Unknown_1250	0	0	0	0	0	0
Ren1_1251	0	0	0	0	0	0
Etnk2_1252	0	3	3	0	5	0
Sox13_1253	54	124	92	277	382	240
Gm23939_1254	0	0	0	0	0	0
Snrpe_1255	1884	2791	2793	1634	2399	1724
Unknown_1256	2	5	7	2	3	5
Unknown_1257	6528	8028	7606	3889	5105	3952
Zbed6_1258	8397	11258	10591	4885	6591	5276
Lax1_1259	10	25	13	15	25	11
Unknown_1260	1	0	0	0	1	0
Atp2b4_1261	1633	2035	1678	1736	2276	1531
Mir6903_1262	28	37	29	24	38	23
Optc_1263	0	0	0	0	0	0
Unknown_1264	0	0	0	0	0	0
Prelp_1265	0	0	0	0	0	0
Fmod_1266	0	0	0	0	1	0
Btg2_1267	121	128	152	120	70	93
Gm8618_1268	204	176	169	132	163	138
Chit1_1269	0	0	0	0	0	0
Chil1_1270	42	78	64	438	130	104
Mybph_1271	0	0	1	0	0	1
Adora1_1272	0	0	0	0	0	1
Gm24517_1273	0	0	0	0	0	0
Myog_1274	0	0	0	1	0	1
Ppfia4_1275	4	19	14	12	13	12
Tmem183a_1276	2385	3461	3331	1553	2428	1803
Mgat4f_1277	0	0	0	0	0	0
Cyb5r1_1278	4261	3172	3210	1034	1488	1098
Adipor1_1279	8852	11063	10773	4240	6366	4606
Klhl12_1280	1190	2239	1953	578	924	680
Rabif_1281	1780	2299	2041	743	1273	914
Gm25612_1282	3	3	2	1	1	2
Unknown_1283	1323	1500	1353	1155	1379	1152
Mgat4e_1284	0	0	0	0	0	0
Kdm5b_1285	2631	2935	3079	2269	2250	1786
Unknown_1286	0	0	0	0	0	0
Syt2_1287	4	3	2	1	1	1
Ppp1r12b_1288	589	764	804	221	309	271
Unknown_1289	0	0	0	0	0	0
Ube2t_1290	557	980	1028	299	460	361
Lgr6_1291	517	499	525	185	550	396
Ptprv_1292	3794	5819	5754	1909	2205	1825
Unknown_1293	551	916	923	301	354	302
Ptpn7_1294	12253	14805	13832	9204	14080	11566
Arl8a_1295	2814	3853	3745	1525	1852	1458
Unknown_1296	28	49	49	9	10	18
Unknown_1297	27	31	24	9	16	8
Gpr37l1_1298	0	0	1	0	0	0
Gm4204_1299	10446	12193	11212	10028	15274	11274
Unknown_1300	1030	1860	1711	921	1753	1192
Elf3_1301	1	2	2	0	5	8
Rnpep_1302	3707	6491	5958	3343	5880	4026
